index,patent_id,name
1882,7469065,"Method, apparatus and software for lossy data compression and function estimation"
1883,7468724,System for allowing interaction with computer software
1884,7467667,Robotic sod stacker with software control
1885,7467404,System and method for distributing software licenses
1886,7467375,Method and system for transforming legacy software applications into modern object-oriented systems
1887,7467366,Method for generating a timing path software monitor for identifying a critical timing path in hardware devices coupled between components
1888,7467321,Fast software fault detection and notification to a backup unit
1889,7466149,Electronic system and software for multielectrode sensors and electrochemical devices
1890,7466090,"Apparatus, software and method for controlling the operation of a window covering"
1891,7465357,Computer-readable medium that contains software for executing a method for cleaning a CVD chamber
1892,7464406,System and method for user determination of secure software
1893,7464372,"Methods and systems of testing software, and methods and systems of modeling user behavior"
1894,7464297,System and method for testing software using data-driven test variations
1895,7464295,Software programmable verification tool having multiple built-in self-test (BIST) modules for testing and debugging multiple devices under test (DUT)
1896,7464119,System and method of measuring the reliability of a software application
1897,7464091,Method and software for processing data objects in business applications
1898,7463610,System and method for providing an online software upgrade
1899,7463141,CASS (computer alarm security software)
1900,7461384,Software method for emulating a serial port between applications for enabling communications by mobile bar code readers and computer terminals in wireless networks
1901,7461382,Event handling with action instances for event-driven software application
1902,7461374,Dynamic installation and activation of software packages in a distributed networking device
1903,7461373,Apparatus and method for upgrading software of a wireless mobile station
1904,7461368,Adding code commentary to source code during software debugging
1905,7461336,System and method for automatic mapping of hypertext input fields to software components
1906,7461296,Method to test a software system for technical systems
1907,7461294,"Information processing apparatus, software renewal method for the same, program carrier signal and storage media"
1908,7461229,Software program for managing and protecting data written to a hybrid solid-state disk drive
1909,7461205,Performing useful computations while waiting for a line in a system with a software implemented cache
1910,7461164,Medium access control with software -and hardware- based components in a wireless network
1911,7461043,Methods and apparatus to abstract events in software applications or services
1912,7460996,Using strong data types to express speech recognition grammars in software programs
1913,7458083,Architecture for software for interactively communicate with a machine and remotely maintenance the machine
1914,7458073,Development and build environment for packaged software delivery
1915,7457912,Runtime flash device detection and configuration for flash data management software
1916,7457893,Method for dynamically selecting software buffers for aggregation according to current system characteristics
1917,7457723,Software performance testing with minimum iterations
1918,7457000,"Image input system, conversion matrix calculating method, and computer software product"
1919,RE40576,Point-of-sale system including isolation layer between client and server software
1920,7454760,Method and software for enabling n-way collaborative work over a network of computers
1921,7454661,Minimizing software downtime associated with software rejuvenation in a single computer system
1922,7454594,Processor for realizing software pipelining with a SIMD arithmetic unit simultaneously processing each SIMD instruction on a plurality of discrete elements
1923,7454463,Method and system for downloading software products with reduced transmission time
1924,7454423,Enterprise link for a software database
1925,7454198,"Radiocommunication module hosting and executing a client software, and corresponding method for implementing a driving client software"
1926,7453830,Internet architecture for software based ACD
1927,7453828,"Devices, methods and software for generating indexing metatags in real time for a stream of digitally stored voice data"
1928,7451491,Method and a device for allowing only a specific kind of hardware to correctly execute software
1929,7451458,Software methods of an optical networking apparatus with multiple multi-protocol optical networking modules having packet filtering resources
1930,7451455,Apparatus and method for automatically manipulating software products
1931,7451441,Autonomous adaptive software loading for a data collection device
1932,7451403,System and method for developing user interfaces purely by modeling as meta data in software application
1933,7451343,System and method for communicating a software-generated pulse waveform between two servers in a network
1934,7451327,Method for securing software via late stage processor instruction decryption
1935,7451313,Encryption method of application software
1936,7451206,Send of software tracer messages via IP from several sources to be stored by a remote server
1937,7451196,Method and system for executing a software application in a virtual environment
1938,7451162,Methods and apparatus to determine a software application data file and usage
1939,7448078,"Method, a portal system, a portal server, a personalized access policy server, a firewall and computer software products for dynamically granting and denying network resources"
1940,7448035,Apparatus for maintaining resourc
1951,7444596,Use of template messages to optimize a software messaging system
1952,7444550,System and method for communicating a software-generated pulse waveform between two servers in a network
1953,7444537,System and method for communicating a software-generated pulse waveform between two servers in a network
1954,7444520,Data conversion system for protecting software against analysis and tampering
1955,7444505,"Method, system and software for maintaining network access and security"
1956,7444374,Electronic mail software with modular integrated authoring/reading software components including methods and apparatus for controlling the interactivity between mail authors and recipients
1957,7444370,Device presenting information about resource location of device control software
1958,7444278,Method and system for synchronizing the user interface language between a software application and a web site
1959,7444256,System and method for testing hardware or software modules via a computer network
1960,7444197,"Methods, systems, and software program for validation and monitoring of pharmaceutical manufacturing processes"
1961,7444133,Cell broadcast updates to application software
1962,7443282,"System and a method, including software and hardware, for providing real-time and synchronization views of supply chain information"
1963,7443113,Software controlled electronic dimming ballast
1964,RE40547,Software reproduction apparatus
1965,7441236,Software test environment for regression testing ground combat vehicle software
1966,7440973,"Systems, methods and software for automating database tasks"
1967,7440964,"Method, device and software for querying and presenting search results"
1968,7440752,"Mobile communication terminal, apparatus and system for delivering application software, method for controlling execution state display, program, and recording medium"
1969,7440602,"Methods, apparatus, and software to compensate for failed or degraded components"
1970,7440571,Method for securing software updates
1971,7440403,Method and software for calculating rate constraints
1972,7437722,Determining which software component versions of an issue resolution are included in a version of a software development project at a particular time
1973,7437721,Isolating software deployment over a network from external malicious intrusion
1974,7437718,Reviewing the security of trusted software components
1975,7437717,Techniques for software configuration tracking
1976,7437713,Automated system that tests software on multiple computers
1977,7437712,Software build tool with revised code version based on description of revisions and authorizing build based on change report that has been approved
1978,7437708,Enhanced software components
1979,7437704,Real-time generation of software translation
1980,7437703,Enterprise multi-agent software system with services able to call multiple engines and scheduling capability
1981,7437570,"Method, system, and program for distributing software between computer systems"
1982,7437563,Software integrity test
1983,7437547,Method and computer program product for offloading processing tasks from software to hardware
1984,7437481,Methods and apparatus for utilizing user software to communicate with network-resident services
1985,7437337,Intuitive and reliable control of operator inputs in software components
1986,7437200,Software based control system for nuclear reactor standby liquid control (SLC) logic processor
1987,7436775,Software configurable cluster-based router using stock personal computers as cluster nodes
1988,7435235,"Blood treatment equipment, method, and software program for controlling infusion in blood treatment equipment"
1989,7435157,"Grinding machine, computer software to operate such a machine, and their uses therefor"
1990,7434229,Method for improving temporal consistency and snapshot recency in a monitored real-time software-reporting-application architecture
1991,7434217,Method and system for distributing a software application to a specified recipient
1992,7434204,Method and apparatus for managing software processes
1993,7434203,Software logistics for pattern-based applications
1994,7434202,System and method for software component dependency checking
1995,7434200,Using incremental generation to develop software applications
1996,7434157,Programmable object model for namespace or schema library support in a software application
1997,7434150,"Methods, circuits, architectures, software and systems for determining a data transmission error and/or checking or confirming such error determinations"
1998,7434144,Systems and methods for performing quality assurance on interactive television and software application data delivered via a network
1999,7434142,Systems and methods for performing quality assurance on interactive television and software application data delivered via a network
2000,7434132,Method and system of configuring a software program
2001,7434089,System and method for loading software into a control panel for a chiller system
2002,7434078,Synchronization with hardware utilizing software clock slaving via a clock
2003,7434064,"Method to protect software against unwanted use with a ""elementary functions"" principle"
2004,7434036,System and method for executing software program instructions using a condition specified within a conditional execution instruction
2005,7433970,Method for providing performance cues for a server-based software application
2006,7430736,Download and installation of software from a network printer
2007,7430735,"Method, system, and computer program product for providing a software upgrade in a network node"
2008,7430689,Counter-invasive software system and method
2009,7430670,Software self-defense systems and methods
2010,7430655,Method and software for multithreaded processor with partitioned operations
2011,7428985,Computerized drop safe and control software
2012,7428730,Software development environment
2013,7428726,Techniques for software configuration tracking
2014,7428559,Versioning model for software program development
2015,7426715,Shutting down a plurality of software components in an ordered sequence
2016,7426690,Extensible markup language markup cloning on table rows and cells in a software application document
2017,7426468,Method and apparatus for improving the transcription accuracy of speech recognition software
2018,7426442,Software for the display of chromatographic separation data
2019,7426436,"High-performance server architecture, methods, and software for spatial data"
2020,7425905,"Circuits, architectures, systems, methods, algorithms and software for conditional modulation coding"
2021,7424973,Prepaid broadband internet and software service method and apparatus
2022,7424707,Method for automatic updating of software
2023,7424640,Hybrid agent-oriented object model to provide software fault tolerance between distributed processor nodes
2024,7424599,"Apparatus, method, and instruction for software management of multiple computational contexts in a multithreaded microprocessor"
2025,7424542,Software method for maintaining connectivity between applications during communications by mobile computer terminals operable in wireless networks
2026,7421715,System and method for dynamic late-binding of persistent object implementations in software-based systems
2027,7421702,"User-driven, service oriented software application model"
2028,7421654,"Method, system, software, and signal for automatic generation of macro commands"
2029,7421516,System and method for multi-vendor authentication to remotely activate a software-based option
2030,7421390,Method and system for voice control of software applications
2031,7420923,Optimizing software distribution in large communication networks
2032,7418567,Cache for an enterprise software system
2033,7418438,Automated default dimension selection within a multidimensional enterprise software system
2034,7418043,Software adaptable high performance multicarrier transmission protocol
2035,7417629,System for printing a form for interacting with computer software
2036,7417223,"Method, system and computer software product for specific identification of reaction pairs associated by specific neutral differences"
2037,7415707,Installation software using a setting file to automatically determine if a module is installable and the location of the installation
2038,7415706,Dynamic handling of multiple software component versions for device management
2039,7415703,Loading software on a plurality of processors
2040,7415697,Method and system for providing visualization of underlying architecture of a software system
2041,7415696,Extensible help facility for a computer software application
2042,7415675,Software training method and apparatus
2043,7415635,Integrated software test framework for performance testing of a software application
2044,7415468,Method of identifying and registering entities and an assembly of hardware and software for applying such a method
2045,7415101,"System, method and software for a speech-enabled call routing application using an action-object matrix"
2046,7412709,Method and apparatus for managing multiple data processing systems using existing heterogeneous systems management software
2047,7412702,System software displacement in a virtual computer system
2048,7412630,Trace control from hardware and software
2049,7412625,Method and system for remote software debugging
2050,7412485,"Information processing system, information procesing method, a software program for executing such method, and information storage medium comprising such software program"
2051,7412457,Mapping data from multiple data sources into a single or multiple reusable software components
2052,7412455,Software framework that facilitates design and implementation of database applications
2053,7412430,Determining the quality of computer software
2054,7412291,Ground-based software tool for controlling redundancy management switching operations
2055,7412232,Method and system for controlling software loads on a third-party mobile station
2056,7412057,Fast-software-implemented pseudo-random code generator
2057,7409713,Method of protecting software code
2058,7409692,Software component architecture
2059,7409685,Initialization and update of software and/or firmware in electronic devices
2060,7409682,Software porting layer
2061,7409574,Measuring elapsed time for a software routine
2062,7409463,On-demand active role-based software provisioning
2063,7409330,Method and system for software debugging using a simulator
2064,7409208,Self-subscription to catalogs of mobile application software
2065,7409061,Method and system for secure distribution of subscription-based game software
2066,7407109,Digital-imaging based code symbol reading system employing a micro-computing platform supporting an event-driven multi-tier modular software architecture
2067,7406716,"Software IP providing system and method, software IP obtaining method, and IP core designing and manufacturing method"
2068,7406698,Driver framework component for synchronizing interactions between a multi-threaded environment and a driver operating in a less-threaded software environment
2069,7406695,Automatically upgradeable extension of software
2070,7406687,Sharing runtime representation of software component methods across component loaders
2071,7406686,Systems and methods for software performance tuning
2072,7406682,Translator-compiler for converting legacy management software
2073,7406678,Manager component resource addition and/or resource removal on behalf of distributed software application
2074,7406610,Computing system with low power states and proxy for integration with legacy application software
2075,7406558,Software method of emulation of EEPROM memory
2076,7406483,Provisioning of software components via workflow management systems
2077,7406475,Software tool for heuristic search methods
2078,7406328,System and method for configuring a software radio
2079,7406310,Network management apparatus and method of selecting base station for software update
2080,7406084,Flexible software architecture for a call processing system
2081,7404299,"Apparatus, method and software for use with an air conditioning cycle"
2082,7404188,Method and software for publishing a business process orchestration as a web service
2083,7404183,Transforming locks in software loops
2084,7404177,Automated web interface generation for software coded applications
2085,7404074,Self-booting software defined radio module
2086,7404025,Software programmable dynamically reconfigurable scheme for controlling request grant and masking for ultra high priority accessor during arbitration
2087,7403912,Computer software product and method for sharing images and ordering image goods or services
2088,7403580,Software defined radio system
2089,7401362,Deploying and receiving software over a network susceptible to malicious communication
2090,7401331,Method to add new software features without modifying existing code
2091,7401328,Software-implemented grouping techniques for use in a superscalar data processing system
2092,7401322,Software debugging tool
2093,7401321,Method and apparatus for processing information on software defects during computer software development
2094,7401190,Software management
2095,7401156,Method using control interface to suspend software network environment running on network devices for loading and executing another software network environment
2096,7401133,Software administration in an application service provider scenario via configuration directives
2097,7401105,"Method, system, and program product for retrieving file processing software"
2098,7401083,Methods and systems for managing user access to computer software application programs
2099,7401082,Method and apparatus for providing controlled access to software objects and associated documents
2100,7401031,System and method for software development
2101,7398532,System and method for establishing a secure execution environment for a software process
2102,7398512,"Method, system, and software for mapping and displaying process objects at different levels of abstraction"
2103,7398511,System and method for providing a health model for software
2104,7398429,System and method for tracing and logging for software module
2105,7398004,Software methods for authoring multimedia content to be written to optical media
2106,7397916,System and method for protecting computer software from a white box attack
2107,7397587,"Fast, auto-cropping, bi-directional multi-resolution scanner apparatus, system and software therefor"
2108,7395551,Method and apparatus for managing software use
2109,7395540,Automated business software application integration
2110,7395534,System and method for progressively installing a software application
2111,7395436,"Methods, software programs, and systems for electronic information security"
2112,7395174,Generation of software thermal profiles executed on a set of processors using thermal sampling
2113,7394943,"Methods, software, and apparatus for focusing an optical system using computer image analysis"
2114,7392545,Systems and methods for detecting software security vulnerabilities
2115,7392522,Architectures for and methods of providing network-based software extensions
2116,7392520,Method and apparatus for upgrading software in network bridges
2117,7392517,Extracting information from software
2118,7392508,Software oscilloscope
2119,7392506,"Method, system and article of manufacture for testing a software application having a text-based screen with a test tool for a software application having a graphical user interface which uses objects"
2120,7392480,Engineering drawing data extraction software
2121,7392296,Method and computer software program for sharing images over a communication network among a plurality of users in accordance with a criteria
2122,7392162,System and method for device developing model networks purely by modelling as meta-data in a software application
2123,7392149,Automatic software testing
2124,7389539,Anti-intrusion software updating system and method
2125,7389514,Software component execution management using context objects for tracking externally-defined intrinsic properties of executing software components within an execution environment
2126,7389505,Method and apparatus for modifying software
2127,7389504,"Software updating system, information processing apparatus and method, recording medium, and program"
2128,7389427,Mechanism to secure computer output from software attack using isolated execution
2129,7389426,Mobile software terminal identifier
2130,7389424,Technique for distributing software
2131,7389246,Insurance rating calculation software component architecture
2132,7389223,Method and apparatus for testing a software program using mock translation input method editor
2133,7389218,Hardware and software co-simulation method for non-blocking cache access mechanism verification
2134,7389216,Reliability testing of software modules
2135,7389006,Auto software configurable register address space for low power programmable processor
2136,7388858,Distributed architecture for a telecommunications software switch
2137,7388590,Method and system for using a color scheme to communicate information related to the integration of hardware and software in a computing device
2138,7386885,Constraint-based and attribute-based security system for controlling software component interaction
2139,7386846,System and method for the management of wireless communications device system software downloads in the field
2140,7386839,System and method for troubleshooting software configuration problems using application tracing
2141,7386831,Interactive collaborative facility for inspection and review of software products
2142,7386735,Method for securing the authenticity of hardware and software in a networked system
2143,7386706,System and software for matched aligned and unaligned storage instructions
2144,7386698,"Apparatus and method for automatically defining, deploying and managing hardware and software resources in a logically-partitioned computer system"
2145,7386556,Substitute manager component that obtains state information of one or more software components upon failure of a first manager component
2146,7386515,Fee imposition system for application software
2147,7386502,"Method, software program, and system for structuring risk in a financial transaction"
2148,7386487,Comparison shopping via financial management software
2149,7386486,Systems and computer readable recording medium for obtaining software via a network for a multifunction image forming apparatus
2150,7386431,Method system and program storage device for simulating interfacial slip in a hydraulic fracturing simulator software
2151,7386429,Wrinkle simulation software
2152,7386423,Methods of self-diagnosing software for driving processing apparatus
2153,7386005,Method and system for high-speed software reconfigurable code division multiple access communication
2154,7383545,Computer system and method capable of automatically inputting product key of a software program upon reinstalling the program thereon
2155,7383448,"Power management apparatus, printer, file server, printing system and computer software"
2156,7383432,Software modem with hidden authentication commands
2157,7383300,System and method for language translation within software applications
2158,7383269,Navigating a software project repository
2159,7383225,Module for the interconnectivity of independent software applications
2160,7383194,Software based stamp dispenser
2161,7382354,Interaction with computer software using handwritten input on a form
2162,7380278,Protecting software environment in isolated execution
2163,7380276,Processor extensions and software verification to support type-safe language environments running with untrusted code
2164,7380275,Secure and backward-compatible processor and secure software execution thereon
2165,7380242,Compiler and software product for compiling intermediate language bytecodes into Java bytecodes
2166,7380241,Scalable and improved profiling of software programs
2167,7380172,Expert software diagnostic tool
2168,7380171,Controlling software failure data reporting and responses
2169,7380040,Software programmable dynamic arbitration scheme
2170,7379918,Method and system for single reactivation of software product licenses
2171,7379858,Computation of all-pairs reaching probabilities in software systems
2172,7379790,Tool memory-based software upgrades for robotic surgery
2173,7379419,Apparatus and method for performing an online software upgrade of resource servers
2174,7376947,Computer system and method for secure installation and operation of software
2175,7376945,Software change modeling for network devices
2176,7376934,"Programmable gravimetric measuring instrument, method for creating an application software, system with a programmable gravimetric measuring instrument, and software for executing the method for creating an application software"
2177,7376887,Method for fast ECC memory testing by software including ECC check byte
2178,7376721,System for inhibiting installing a radio configuration file onto a software defined radio device unless the file is compatible with the device
2179,7376625,System and method for activating individualized software modules in a digital broadcast environment
2180,7376549,System performance prediction mechanism and method based on software component performance measurements
2181,7376116,Software defined multiple transmit architecture
2182,7375681,Hardware curve flattening of crystal oscillator temperature drift followed by software compensation for residual offset
2183,7373916,"Method, computer software code, and system for restoration of master and articulating rods"
2184,7373657,Method and apparatus for controlling data and software access
2185,7373636,Automated software testing system and method
2186,7373635,System and method for efficient development of configurable software systems in a large software development community
2187,7373554,Techniques for automatic software error diagnostics and correction
2188,7373482,Software-based technique for improving the effectiveness of prefetching during scout mode
2189,7373480,Apparatus and method for determining stack distance of running software for estimating cache miss rates based upon contents of a hash table
2190,7373478,Information processing apparatus and software pre-fetch control method
2191,7373328,"Method, software program, and system for managing debt"
2192,7372927,"Digital filter for software-defined radio system, digital intermediate frequency signal processing apparatus having the digital filter, and method thereof"
2193,7372888,Method and apparatus for software reconfigurable communication transmission/reception and navigation signal reception
2194,7372586,"Method, software product, and computer to generate and interpret an IPDS data stream"
2195,7370319,System and method for regulating execution of computer software
2196,7370238,"System, method and software for isolating dual-channel memory during diagnostics"
2197,7370226,System and method for communicating a software-generated pulse waveform between two servers in a network
2198,7370225,System and method for communicating a software-generated pulse waveform between two servers in a network
2199,7370114,Software downloading using a television broadcast channel
2200,7370095,Providing an executable software element and control value for controlling the executable software element to a user agent
2201,7370092,System and method for enhanced software updating and revision
2202,7370071,Method for serving third party software applications from servers to client computers
2203,7370039,Method and system for optimizing configuration classification of software
2204,7369631,Symbol synchronizer for software defined communications system signal combiner
2205,7369117,Application programming interface that maps input device controls to software actions
2206,7367889,Gaming machine having hardware-accelerated software authentication
2207,7367025,"Byte code modification for testing, debugging and/or monitoring of virtual machine based software"
2208,7367020,Executable radio software system and method
2209,7367015,Method and system for software program editing in common language runtime environment (CLRE)
2210,7367013,Method for integrating Linux kernel and application software packages and generating installation file list based on CML2 computer language
2211,7366949,Distributed software application software component recovery in an ordered sequence
2212,7366944,Increasing software fault tolerance by employing surprise-removal paths
2213,7366902,System and method for authenticating a storage device for use with driver software in a storage network
2214,7366871,Apparatus and method for determining stack distance including spatial locality of running software for estimating cache miss rates based upon contents of a hash table
2215,7366836,Software system for providing storage system functionality
2216,7366650,Software and hardware simulation
2217,7366597,Validating control system software variables
2218,7363623,"Services of remote software installation, configuration and afterward support, for network connected peripherals"
2219,7363618,Software testing
2220,7363616,Systems and methods for prioritized data-driven software testing
2221,7363550,Remote error detection by preserving errors generated throughout a software stack within a message
2222,7363529,Automated DSL network testing software tool
2223,7363506,"Software virus detection methods, apparatus and articles of manufacture"
2224,7363449,Software agent-based architecture for data relocation
2225,7363237,Enforcement process for correction of hardware and software defects
2226,7362314,Interactive surface for enabling user interaction with software
2227,7360252,Method and apparatus for secure distribution of software
2228,7360220,Methods and apparatus for multi-threading using differently coded software segments to perform an algorithm
2229,7360211,System for automated generation of config to order software stacks
2230,7360208,Rolling upgrade of distributed software with automatic completion
2231,7360200,Methods and systems for software watchdog support
2232,7360170,Graphical user interface and background search methodology for creating references between software components
2233,7360159,System for creating media presentations of computer software application programs
2234,7360142,"Methods, architectures, circuits, software and systems for CRC determination"
2235,7360005,Software programmable multiple function integrated circuit module
2236,7359931,"System to facilitate pipeline management, software, and related methods"
2237,7359865,Generating a risk assessment regarding a software implementation project
2238,7358732,"System, method, software arrangement and computer-accessible medium for providing real-time motion correction by utilizing clover leaf navigators"
2239,RE40236,Software-based voltage detection to reserve device power upon shutdown
2240,7356847,System for dynamically encrypting content for secure internet commerce and providing embedded fulfillment software
2241,7356815,Integrated software and method for authenticating same
2242,7356773,"Wizard builder, for application software, building a setup wizard which sets up a defacto interface between the application program and monitoring or control equipment"
2243,7356736,Simulated computer system for monitoring of software performance
2244,7356724,Timebox driven scheduling of software components in hard real-time systems
2245,7356709,Systems and methods for deterring software piracy in a volume license environment
2246,7356577,System and method for providing an online software upgrade in load sharing servers
2247,7356406,Land software tool
2248,7353521,Object oriented distributed software system with methodology for piggybacked reflective callbacks
2249,7353514,Computer software method for administering batch jobs
2250,7353509,Method and system for managing software installs in a distributed computer network
2251,7353502,System and method for creation of software components
2252,7353496,Storage controller software development support system and software development support method
2253,7353389,Software update and patch audit subsystem for use in a computer information database system
2254,7353367,System and software for catenated group shift instruction
2255,7353207,Method of altering a software product in response to predetermined events
2256,7353072,Method for interpreting design data and associating manufacturing information with the data and software and systems for implementing the method
2257,7350213,System and method for dynamic selection of stateless/stateful software components
2258,7350207,Rule-based system and method for downloading computer software over a network
2259,7350204,Policies for secure software execution
2260,7350203,Network security software
2261,7350201,Software distribution application supporting operating system installations
2262,7350192,Method and system to automatically generate software code
2263,7350085,Tamper resistant software-mass data encoding
2264,7350081,Secure execution of downloaded software
2265,7350053,Software accessible fast VA to PA translation
2266,7350025,System and method for improved collection of software application profile data for performance optimization
2267,7350024,Automatic generation of software-controlled caching and ordered synchronization
2268,7346905,Apparatus and method for maintaining resource integrity without a unified transaction manager in a software environment
2269,7346902,System and method for block-based concurrentization of software code
2270,7346850,System and method for iconic software environment management
2271,7346647,System and method for interfacing with existing system management products or software solutions
2272,7346607,"System, method, and software to automate and assist web research tasks"
2273,7346585,Computer software and services license processing method and system
2274,7346509,Software for statistical analysis of speech
2275,7346486,"System and method for modeling, abstraction, and analysis of software"
2276,7346435,Method for loading software
2277,7346330,Software-defined radio apparatus
2278,7346027,Method of uninterrupted software download in heterogeneous mobile communication networks
2279,7345480,"Method, system, storage medium and software arrangement for radial prescription of long-axis slices in magnetic resonance imaging examinations"
2280,7343605,"System and method for communicating between software applications, particularly MES (manufacturing execution system) applications"
2281,7343602,Software controlled pre-execution in a multithreaded processor
2282,7343600,Providing an image of installed software utilizing uninstall code
2283,7343594,Software-to-hardware compiler with symbol set inference analysis
2284,7343593,Method and device for porting software programs to a target platform by way of an electronic data processing system
2285,7343520,Common built in test (BIT) software architecture
2286,7343494,"Method to protect software against unwanted use with a ""renaming"" principle"
2287,7343428,"Dynamic, real-time integration of software resources through services of a content framework"
2288,7343415,Display of software notes indicating that content from a content provider site is available for display
2289,7343329,Networked software and service dispensing vending machine
2290,7343297,System and related methods for managing and enforcing software licenses
2291,7343241,Security software layer protection for engine start
2292,7343198,"System, software, and method for detection of sleep-disordered breathing using an electrocardiogram"
2293,7343147,Method and apparatus for powering and loading software into a battery-less electronic device
2294,7340738,Time optimized replacement of a software application
2295,7340724,Evaluating expressions in a software environment
2296,7340719,Methods and apparatus to preserve software modifications
2297,7340491,Methods and apparatus for data preservation and software distribution within an enterprise system
2298,7340469,Implementing security policies in software development tools
2299,7340393,"Emotion recognizing method, sensibility creating method, device, and software"
2300,7340386,Method and system for quantifying the quality of diagnostic software
2301,7339159,Phantom for evaluating accuracy of image registration software
2302,7337430,Optimized look-up table calculations in block diagram software
2303,7337409,Customizable drag and drop for industrial software applications
2304,7337291,Software memory access control
2305,7337124,Method and system for a quality software management process
2306,7336947,"Method for providing software in radio-based cellular communication networks, and a communication network for implementing the method"
2307,7336827,"System, process and software arrangement for recognizing handwritten characters"
2308,7334265,System and program for preventing unauthorized copying of software
2309,7334219,Method and system for object level software testing
2310,7334215,Manager for software controls in an operating environment
2311,7334213,"Software development support program, recording medium having the program stored thereon and software development support system"
2312,7334198,Software controlled transistor body bias
2313,7334028,Tiered multi-source software support using automated diagnostic-data transfers
2314,7334005,Controllable deployment of software updates
2315,7333966,"Systems, methods, and software for hyperlinking names"
2316,7333597,Telephone synchronization with software applications and documents
2317,7333005,System and method for data communication with a control device having an adapter for reflashing control device software
2318,7331063,Method and system for limiting software updates
2319,7331062,"Method, computer software, and system for providing end to end security protection of an online transaction"
2320,7331047,Deterministic system and method for implementing software distributed between a desktop and a remote device
2321,7331045,Scheduling technique for software pipelining
2322,7331035,System and method for mobile software application development and deployment
2323,7331034,Distributed software development tool
2324,7330978,Encrypted software installer
2325,7330837,Method for adapting a software product to an environment
2326,7330718,Method and system for updating software of a cellular phone
2327,7330594,"Image enhancement or correction software, method, apparatus and system for substantially minimizing blur in the scanned image"
2328,7328457,Method and apparatus for preventing interception of input data to a software application
2329,7328433,Methods and apparatus for reducing memory latency in a software application
2330,7328429,Instruction operand tracing for software debug
2331,7328406,"System, method and software for managing and publishing resource availability data"
2332,7328316,Software transactional memory for dynamically sizable shared data structures
2333,7328202,System and method for software estimation
2334,7328144,System and method for simulating a software protocol stack using an emulated protocol over an emulated network
2335,7328007,System and method for organizing wireless communication device system software
2336,7327873,Fast software rotation of video for portrait mode displays
2337,7327869,Computer aided quality assurance software system
2338,7327822,"Methods, apparatus, and software for reconstructing an image"
2339,7327779,Method and apparatus for high-speed software reconfigurable code division multiple access communication
2340,7327353,Computer system and related method for calibrating a digitizer without utilizing calibration software
2341,7325741,Enhanced system management and user assistance through software monitoring
2342,7325027,"Software, method and system for data connectivity and integration having transformation and exchange infrastructure"
2343,7324917,"Method, system, and software for evaluating characteristics of a surface with reference to its edge"
2344,7324662,"Method, software, and device for hiding data in binary image, while preserving image quality"
2345,7322524,Graphic design software using an interface surface
2346,7322042,Secure and backward-compatible processor and secure software execution thereon
2347,7322030,Method and system for software product generation and maintenance
2348,7322028,"Method and system for providing a virus-immune, rule-based cross-platform software system"
2349,7322024,Generating reusable software assets from distributed artifacts
2350,7321990,System software to self-migrate from a faulty memory location to a safe memory location
2351,7321980,Software power control of circuit modules in a shared and distributed DMA system
2352,7321954,Method for software controllable dynamically lockable cache line replacement system
2353,7321894,Method and apparatus for building metadata driven software development kit
2354,7321866,"Dish-providing assisting system, dish-providing assisting application providing system, dish-providing assisting software and recording medium"
2355,7320642,Security of gaming software
2356,7320640,Game software and game machine
2357,7320132,Software methods of an optical networking apparatus with multiple multi-protocol optical networking modules
2358,7320128,"Method of installing software, and storage medium"
2359,7320127,Configuration synchronization for redundant processors executing different versions of software
2360,7320085,"Scalable, software-based quorum architecture"
2361,7320075,Software protection method utilizing hidden application code in a protection dynamic link library object
2362,7320011,Selecting data for synchronization and for software configuration
2363,7318225,Object oriented software architecture for software reconfigurable wireless modem
2364,7318218,System and method for processor thread for software debugging
2365,7318216,Software application development environment facilitating development of a software application
2366,7318092,Method and apparatus for remote discovery of software applications in a networked environment
2367,7317959,"System and method for modeling and/or executing software applications, especially MES applications"
2368,7317912,Software development environment
2369,7317840,"Methods for real-time software video/audio compression, transmission, decompression and display"
2370,7317394,System for developing and deploying radio frequency identification enabled software applications
2371,7316013,"Software updating system, information processing apparatus and method, recording medium and program"
2372,7316012,"System, method, and apparatus for spilling and filling rotating registers in software-pipelined loops"
2373,7315905,Software controlled hard reset of mastering IPS
2374,7315850,Software and method for performing database operations
